rank,name,url,category,subcategory,industry,design_style,color_mode,typography,hero_type,motion_level,product_ui,3d_webgl,distinctive_trait,curation_score_10,priority,tags,status,added_on,source_url,notes
106,Marine Serre,https://www.marineserre.com,Website,Fashion commerce,Luxury / Fashion,"Experimental fashion, graphic, editorial",Mixed,Modern sans,Campaign imagery / collection,Medium,Low,Low,Strong fashion-world identity with unconventional composition,9.3,A,fashion|experimental|editorial|commerce|art-direction,Active,2026-08-07,https://www.marineserre.com,
107,Stone Island,https://www.stoneisland.com,Website,Fashion commerce,Fashion / Technology,"Technical fashion, industrial, product-led",Mixed,Technical sans,Product / material storytelling,Medium,Low,Low,Treats apparel like industrial design and materials research,9.3,A,fashion|technical|industrial|product-storytelling|commerce,Active,2026-08-07,https://www.stoneisland.com,
108,BYREDO,https://www.byredo.com,Website,Beauty commerce,Luxury / Beauty,"Luxury minimal, editorial, monochrome",Light,Refined sans,Product photography,Low,Low,Low,Exceptional restraint and premium whitespace,9.2,A,beauty|luxury|minimal|editorial|commerce,Active,2026-08-07,https://www.byredo.com,
109,Acne Studios,https://www.acnestudios.com,Website,Fashion commerce,Luxury / Fashion,"Scandinavian minimal, editorial",Light,Sans,Campaign + commerce,Medium,Low,Low,Clean fashion system with deliberate visual tension,9.2,A,fashion|scandinavian|minimal|editorial|commerce,Active,2026-08-07,https://www.acnestudios.com,
110,GANNI,https://www.ganni.com,Website,Fashion commerce,Fashion,"Playful fashion, colorful, campaign-led",Light,Sans,Campaign / product grid,Medium,Low,Low,Good reference for making commerce feel energetic and branded,9.1,B,fashion|playful|colorful|commerce|campaign,Active,2026-08-07,https://www.ganni.com,
111,On,https://www.on.com,Website,Performance products,Sports / Technology,"Technical premium, motion-led, product storytelling",Mixed,Modern sans,Product film / 3D detail,High,Medium,Medium,Exceptional physical-product storytelling and material closeups,9.5,A,sports|product|3d|motion|technical|commerce,Active,2026-08-07,https://www.on.com,
112,Oura,https://ouraring.com,Website,Wearable technology,Health / Technology,"Dark premium, cinematic, product-led",Mixed,Modern sans,3D product / lifestyle,High,Medium,Medium,"Strong use of light, macro product imagery and cinematic pacing",9.4,A,health|wearable|3d|cinematic|premium|product,Active,2026-08-07,https://ouraring.com,
113,NOWNESS,https://www.nowness.com,Blog,Film / art / culture,Editorial,"Video-first, minimal, cinematic editorial",Dark,Editorial sans,Featured film,Medium,Low,Low,Lets moving image dominate while interface stays quiet,9.5,A,editorial|video|culture|cinematic|minimal,Active,2026-08-07,https://www.nowness.com,
114,i-D,https://i-d.co,Blog,Fashion / youth culture,Editorial,"Bold fashion editorial, image-heavy",Light,Bold sans,Editorial cover story,Medium,Low,Low,Strong magazine identity with high-impact photography,9.3,A,editorial|fashion|culture|bold|image-led,Active,2026-08-07,https://i-d.co,
115,Dazed,https://www.dazeddigital.com,Blog,Fashion / culture,Editorial,"Dense contemporary magazine, expressive",Light,Sans,Editorial story grid,Medium,Low,Low,Strong high-volume editorial hierarchy and visual culture,9.2,A,editorial|fashion|culture|grid|magazine,Active,2026-08-07,https://www.dazeddigital.com,
116,Kinfolk,https://www.kinfolk.com,Blog,Lifestyle / culture,Editorial,"Quiet editorial, print-inspired, minimal",Light,Serif + sans,Editorial feature,Low,Low,Low,Excellent print-to-web pacing and restrained typography,9.3,A,editorial|minimal|serif|lifestyle|print-inspired,Active,2026-08-07,https://www.kinfolk.com,
117,Hello Monday,https://hellomonday.com,Website,Digital studio,Creative Services,"Playful interactive, motion-rich",Mixed,Expressive sans,Interactive project montage,High,Low,Medium,A studio site where interaction itself becomes the portfolio,9.7,A,studio|interactive|motion|playful|3d,Active,2026-08-07,https://hellomonday.com,
118,makemepulse,https://www.makemepulse.com,Website,Creative studio,Creative Services,"Immersive, experimental, motion-first",Dark,Sans,Interactive motion experience,High,Low,High,"Strong blend of storytelling, WebGL and kinetic interaction",9.7,A,studio|immersive|motion|webgl|experimental,Active,2026-08-07,https://www.makemepulse.com,
119,Dogstudio,https://dogstudio.co,Website,Digital studio,Creative Services,"WebGL, cinematic, immersive",Dark,Sans,Immersive portfolio,High,Low,High,High-end interactive transitions and spatial web composition,9.7,A,studio|webgl|immersive|cinematic|motion,Active,2026-08-07,https://dogstudio.co,
120,Uncommon Creative Studio,https://www.uncommon.studio,Website,Creative agency,Creative Services,"Bold editorial, campaign-led",Mixed,Large display type,Case-study / campaign montage,High,Low,Low,Strong advertising art direction with unapologetic typography,9.4,A,agency|editorial|bold|campaign|typography,Active,2026-08-07,https://www.uncommon.studio,
121,AREA 17,https://area17.com,Website,Design & technology studio,Creative Services,"Systems-led, editorial, refined",Light,Sans,Client / case-study system,Medium,Low,Low,"Excellent balance of brand systems, editorial structure and clarity",9.4,A,agency|systems|editorial|minimal|case-study,Active,2026-08-07,https://area17.com,
122,UNIT9,https://www.unit9.com,Website,Innovation production studio,Creative Services,"Experiential, cinematic, project-led",Dark,Sans,Showreel / project work,High,Low,High,Broad interactive/VR/game portfolio presented with cinematic energy,9.4,A,studio|experiential|vr|interactive|cinematic,Active,2026-08-07,https://www.unit9.com,
123,FIELD.IO,https://field.io,Website,Creative technology studio,Creative Services,"Generative, systems-led, motion-rich",Dark,Sans,Generative project montage,High,Low,High,Excellent reference for generative graphics and living visual systems,9.8,A,studio|generative|motion|systems|interactive,Active,2026-08-07,https://field.io,Core visual inspiration
124,FutureDeluxe,https://futuredeluxe.com,Website,Creative studio,Creative Services,"CGI, futuristic, cinematic",Dark,Sans,Motion / CGI reel,High,Low,High,Visually dense CGI and speculative product imagery,9.8,A,studio|cgi|3d|motion|futuristic,Active,2026-08-07,https://futuredeluxe.com,Core 3D reference
125,Universal Everything,https://www.universaleverything.com,Website,Media art studio,Art / Technology,"Generative art, living motion, experimental",Dark,Experimental sans,Generative motion artwork,High,Low,High,Interface functions as a frame for living digital artworks,9.8,A,generative|art|motion|experimental|digital-art,Active,2026-08-07,https://www.universaleverything.com,
126,Refik Anadol Studio,https://refikanadol.com,Website,Digital art,Art / Technology,"Data-art, immersive, minimal framing",Dark,Minimal sans,Generative artwork,High,Low,High,Large-scale AI/data art presented with museum-like restraint,9.7,A,data-art|generative|ai|immersive|art,Active,2026-08-07,https://refikanadol.com,
127,Marshmallow Laser Feast,https://marshmallowlaserfeast.com,Website,Immersive art studio,Art / Technology,"Nature-led, immersive, image-first",Dark,Minimal sans,Immersive installation imagery,Medium,Low,High,"Beautiful intersection of nature, XR and sensory storytelling",9.6,A,immersive|nature|xr|art|image-led,Active,2026-08-07,https://marshmallowlaserfeast.com,
128,Tendril,https://tendril.studio,Website,3D / CGI studio,Creative Services,"CGI, tactile, technology-led",Dark,Sans,3D project montage,High,Low,High,"Exceptional rendering, material language and technology visualization",9.8,A,cgi|3d|technology|motion|studio,Active,2026-08-07,https://tendril.studio,Core 3D reference
129,Six N. Five,https://sixnfive.com,Website,Digital art studio,Art / Design,"Surreal CGI, serene, minimal",Light,Minimal sans,Digital artwork / worlds,Medium,Low,High,Dreamlike CGI worlds with gallery-level restraint,9.7,A,cgi|surreal|art|minimal|3d,Active,2026-08-07,https://sixnfive.com,
130,Random Studio,https://random.studio,Website,Experience design studio,Creative Services,"Spatial, interactive, fashion-forward",Mixed,Sans,Spatial / interactive case studies,High,Low,High,Strong reference for digital-to-physical interaction and spatial design,9.6,A,studio|spatial|interactive|fashion|experience,Active,2026-08-07,https://random.studio,
131,Territory Studio,https://territorystudio.com,Website,Motion / interface studio,Creative Services,"Sci-fi interface, cinematic, motion-led",Dark,Technical sans,Film UI / motion work,High,Low,High,Outstanding inspiration for fictional interfaces and cinematic UI,9.7,A,sci-fi|interface|motion|cinematic|studio,Active,2026-08-07,https://territorystudio.com,
132,Gretel,https://gretelny.com,Website,Brand studio,Creative Services,"Identity systems, bold, motion-aware",Mixed,Expressive typography,Case-study identity system,Medium,Low,Medium,Excellent presentation of scalable identity systems in motion,9.5,A,branding|systems|motion|typography|case-study,Active,2026-08-07,https://gretelny.com,
133,XXIX,https://www.xxix.co,Website,Product & brand studio,Creative Services,"Minimal product design, editorial",Light,Sans,Product / brand case studies,Medium,Low,Low,Highly controlled product-design presentation with strong spacing,9.3,A,studio|product-design|branding|minimal|editorial,Active,2026-08-07,https://www.xxix.co,
134,monopo london,https://monopo.london,Website,Creative agency,Creative Services,"Art-directed, playful, culture-led",Mixed,Expressive sans,Project montage,High,Low,Medium,Global creative-work presentation with a strong cultural tone,9.4,A,agency|art-direction|playful|culture|motion,Active,2026-08-07,https://monopo.london,
135,Poolsuite,https://poolsuite.net,Webapp,Internet radio / lifestyle,Media & Entertainment,"Retro skeuomorphic, playful, nostalgic",Mixed,Retro system typography,Desktop-style radio interface,Medium,High,Low,One of the best examples of nostalgic skeuomorphism used as brand,9.8,A,retro|skeuomorphic|music|webapp|nostalgia,Active,2026-08-07,https://poolsuite.net,Core interaction reference
136,Same Energy,https://same.energy,Webapp,Visual search,Creative Tools,"Image-grid minimal, utility-first",Light,Minimal sans,Infinite visual search grid,Low,High,Low,Interface nearly disappears and lets visual relationships become design,9.3,A,visual-search|grid|minimal|image-led|utility,Active,2026-08-07,https://same.energy,
137,Krea,https://www.krea.ai,Webapp,Creative AI,AI / Creative Tools,"Visual AI, gallery-led, product-rich",Dark,Sans,Generated media / live product UI,High,High,Medium,Shows a complex AI suite through constantly changing visual output,9.5,A,ai|creative|visual|product-ui|gallery|motion,Active,2026-08-07,https://www.krea.ai,
138,Runway,https://runway.com,SaaS,AI media creation,AI / Creative Tools,"Cinematic AI, research-led, minimal",Dark,Sans,Generated video / research narrative,High,High,Medium,Combines frontier-tech positioning with cinematic creative work,9.5,A,ai|video|cinematic|product-ui|research,Active,2026-08-07,https://runway.com,
139,Dataland,https://dataland.art,Website,AI art museum,Art / Technology,"Immersive data-art, futuristic, museum-like",Dark,Minimal sans,Generative art environment,High,Low,High,Excellent reference for digital museum atmosphere and AI-art framing,9.7,A,art|ai|data|immersive|museum,Active,2026-08-07,https://dataland.art,
140,Daylight,https://daylightcomputer.com,Website,Consumer hardware,Technology,"Warm retro-tech, editorial, tactile",Light,Humanist sans / serif accents,Hardware lifestyle storytelling,Medium,Low,Low,Rejects cold-tech aesthetics in favor of warm paper-like presentation,9.5,A,hardware|editorial|warm|retro|product,Active,2026-08-07,https://daylightcomputer.com,
141,Neko Health,https://www.nekohealth.com,Website,Health technology,Health / Technology,"Futuristic clinical, premium, spatial",Mixed,Modern sans,Scanner / health experience,High,Medium,Medium,Turns medical technology into a calm futuristic consumer experience,9.4,A,health|futuristic|clinical|3d|product,Active,2026-08-07,https://www.nekohealth.com,
142,The Light Phone,https://www.thelightphone.com,Website,Consumer hardware,Technology,"Monochrome minimal, anti-tech",Light,Minimal sans,Device photography,Low,Low,Low,Radical restraint reinforces the product's anti-distraction philosophy,9.4,A,hardware|minimal|monochrome|anti-tech|product,Active,2026-08-07,https://www.thelightphone.com,
143,Radiooooo,https://radiooooo.com,Webapp,Music discovery,Media & Entertainment,"Interactive map, retro, playful",Mixed,Retro sans,World map music interface,Medium,High,Low,A memorable geographic interface for temporal music discovery,9.6,A,music|map|retro|interactive|webapp,Active,2026-08-07,https://radiooooo.com,
144,Neal.fun,https://neal.fun,Webapp,Interactive experiments,Entertainment / Education,"Playful interactive, concept-first",Mixed,Simple sans,Interactive experiment,High,High,Medium,Every project uses interaction as the core visual idea,9.7,A,interactive|playful|experiments|concept|webapp,Active,2026-08-07,https://neal.fun,Core interactive reference
145,Bruno Simon,https://bruno-simon.com,Website,Creative developer portfolio,Creative Services,"3D game-like, WebGL, playful",Dark,Sans,Driveable 3D world,High,High,High,Portfolio navigation transformed into a playable 3D environment,9.9,A,3d|webgl|game|portfolio|interactive,Active,2026-08-07,https://bruno-simon.com,Core WebGL reference
146,Earth.fm,https://earth.fm,Webapp,Nature sound discovery,Media & Wellness,"Calm, map-led, atmospheric",Dark,Soft sans,Nature sound map,Medium,High,Low,Excellent example of emotional UX built around sound and place,9.3,A,nature|audio|map|calm|immersive,Active,2026-08-07,https://earth.fm,
147,Resn,https://resn.co.nz,Website,Creative digital agency,Creative Services,"Experimental, WebGL, surreal",Dark,Sans,Interactive studio experience,High,Low,High,"Long-running benchmark for weird, technically ambitious interactive work",9.7,A,agency|experimental|webgl|interactive|surreal,Active,2026-08-07,https://resn.co.nz,
148,Builders Club,https://builders-club.com,Website,Creative production studio,Creative Services,"3D, CGI, motion-first",Dark,Sans,CGI / motion reel,High,Low,High,High-impact 3D production work with premium digital presentation,9.6,A,studio|3d|cgi|motion|production,Active,2026-08-07,https://builders-club.com,
149,MOUTHWASH Studio,https://mouthwash.studio,Website,Design studio,Creative Services,"Editorial, cultural, refined, brand-led",Light,Expressive sans / serif,Case-study editorial,Medium,Low,Low,Balances conceptual branding with exceptionally considered editorial layouts,9.6,A,studio|editorial|branding|culture|art-direction,Active,2026-08-07,https://mouthwash.studio,
